"","Gene","baseMean","log2FoldChange","lfcMLE","lfcSE","stat","pvalue","weight","padj","FoldChange"
"13567","SPATA8",2.68109630218741,1.2933606979871,1.28786582242603,0.412205238318815,3.13766196485541,0.00170301155968763,1.84805736108175,1,2.45098337421463
"13568","CHRNA7",153.963374134605,-0.624682731092036,-0.667304053676422,0.199114277814654,-3.13730757004539,0.00170507157812891,0.847542069651867,1,0.64856238962486
"13569","BRIP1",93.9805774348792,0.551528932971476,0.573525869122501,0.175857652895546,3.13622366664399,0.00171138630101363,0.848057361081753,1,1.46563812067655
"13570","TMEM190",5.31035564251892,1.05793254722291,1.12494617060899,0.337334081611612,3.13615672086449,0.00171177702542957,1.8207601624253,1,2.08194585233416
"13571","ABCC12",3.30549760362202,-2.13264820645281,-2.65060249726959,0.680073973284757,-3.13590622524799,0.00171323975373147,1.62530600769565,1,0.228038890676981
"13572","SNRNP40",511.800345566779,0.236219540595144,0.236649272601402,0.0753327930850939,3.13568010585134,0.00171456112817656,0.809332939322038,1,1.17790202195435
"13573","PCDH7",1100.87808154253,0.676033049456598,0.704448200207457,0.215596482792371,3.1356404367118,0.00171479303943744,0.848057361081753,0.823441121860315,1.59774043373687
"13574","SAR1A",1921.65975692856,-0.202117438345604,-0.202157298083147,0.0644745872898784,-3.13483880768219,0.00171948565954003,0.848057361081753,0.761137103399926,0.869273796533782
"13575","SIMC1",323.587945158772,0.325896719793002,0.32296221289625,0.104013424500831,3.1332178644921,0.00172901052963307,0.848057361081753,1,1.25344328524914
"13576","PCCB",564.712778929736,-0.283708121336721,-0.285495776824226,0.0905576373698574,-3.13290109566347,0.00173087756179694,0.847542069651867,0.981036469333988,0.82147688093158
"13577","PTDSS1",861.206132657178,-0.236588086803334,-0.234974854051184,0.0755289398392553,-3.13241635996552,0.00173373817832511,0.848057361081753,1,0.848750199275853
"13578","DMRT3",7.70472563801315,1.399066353527,1.55267962660451,0.44679338231833,3.13134976679264,0.00174004787876068,0.947436565689719,1,2.63730852329376
"13579","ULBP2",21.7278211548262,-0.945334061678093,-0.9080965537982,0.301978592413817,-3.13046714378565,0.00174528521605457,1.1511400630711,1,0.519309289629129
"13580","CASKIN2",667.869262328937,-0.385256243728354,-0.39255311778308,0.123069240775801,-3.13040237592908,0.00174567010793885,0.820760162425298,0.93815978723375,0.765642997081293
"13581","TNFAIP1",1257.00747028825,0.293552557761113,0.292979690723358,0.0937760777906515,3.13035653310697,0.00174594258237497,0.820760162425298,0.742074782483563,1.22565467248281
"13582","TUFM",2662.06201637532,0.365240441619942,0.368528392787804,0.116695144039919,3.12986838162692,0.00174884641803495,0.847542069651867,0.623780146677365,1.28809628759221
"13583","ZNF720",258.222806582443,0.31392441836729,0.310365800229117,0.100347447978485,3.12837470898708,0.00175775933765714,0.847542069651867,1,1.24308454299872
